"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"fsd1";"19";"NULL";"fibronectin type III and SPRY domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060503-218]";"9580251";"9591280";"1";"protein_coding";"ENSLOCG00000006601"
"mpnd";"19";"NULL";"MPN domain containing [Source:ZFIN;Acc:ZDB-GENE-060929-1162]";"9614933";"9618363";"1";"protein_coding";"ENSLOCG00000006613"
"sh3gl1b";"19";"NULL";"SH3-domain GRB2-like 1b [Source:ZFIN;Acc:ZDB-GENE-031001-6]";"9622279";"9633868";"-1";"protein_coding";"ENSLOCG00000006631"
"chaf1a";"19";"NULL";"chromatin assembly factor 1, subunit A (p150) [Source:ZFIN;Acc:ZDB-GENE-030131-5366]";"9636483";"9646288";"1";"protein_coding";"ENSLOCG00000006653"
"ubxn6";"19";"NULL";"UBX domain protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5680]";"9650259";"9654866";"-1";"protein_coding";"ENSLOCG00000006666"
"hdgfl2";"19";"NULL";"HDGF like 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2104]";"9655349";"9668580";"1";"protein_coding";"ENSLOCG00000006682"
"zgc:77486";"19";"NULL";"zgc:77486 [Source:ZFIN;Acc:ZDB-GENE-040426-2056]";"9672121";"9677048";"-1";"protein_coding";"ENSLOCG00000006705"
"sema6ba";"19";"NULL";"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6Ba [Source:ZFIN;Acc:ZDB-GENE-131024-1]";"9694380";"9722805";"-1";"protein_coding";"ENSLOCG00000006724"
"abcb6b";"2";"NULL";"ATP-binding cassette, sub-family B (MDR/TAP), member 6b [Source:ZFIN;Acc:ZDB-GENE-070912-584]";"19418";"46928";"-1";"protein_coding";"ENSLOCG00000000956"
"ENSLOCG00000000984";"2";"NULL";"NULL";"61430";"109541";"-1";"protein_coding";"ENSLOCG00000000984"
"ENSLOCG00000001008";"2";"NULL";"transcription initiation factor TFIID subunit 4-like [Source:NCBI gene;Acc:107079089]";"157356";"217269";"1";"protein_coding";"ENSLOCG00000001008"
"ENSLOCG00000001025";"2";"NULL";"NULL";"240702";"310132";"-1";"protein_coding";"ENSLOCG00000001025"
"ptpra";"2";"NULL";"protein tyrosine phosphatase receptor type A [Source:ZFIN;Acc:ZDB-GENE-020107-1]";"331465";"347569";"1";"protein_coding";"ENSLOCG00000001040"
"zgc:73226";"2";"NULL";"zgc:73226 [Source:ZFIN;Acc:ZDB-GENE-050703-8]";"351139";"358012";"-1";"protein_coding";"ENSLOCG00000001062"
"idh3b";"2";"NULL";"isocitrate dehydrogenase (NAD(+)) 3 beta [Source:ZFIN;Acc:ZDB-GENE-040625-174]";"361698";"370799";"1";"protein_coding";"ENSLOCG00000001083"
"ENSLOCG00000001125";"2";"NULL";"interleukin-12 subunit beta-like [Source:NCBI gene;Acc:102699198]";"387316";"400011";"-1";"protein_coding";"ENSLOCG00000001125"
"dqx1";"2";"NULL";"DEAQ box RNA-dependent ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-150224-1]";"419000";"426272";"-1";"protein_coding";"ENSLOCG00000001140"
"ENSLOCG00000001161";"2";"NULL";"NULL";"434013";"438215";"-1";"protein_coding";"ENSLOCG00000001161"
"oxt";"2";"NULL";"oxytocin [Source:ZFIN;Acc:ZDB-GENE-030407-1]";"440846";"447840";"1";"protein_coding";"ENSLOCG00000001173"
"ENSLOCG00000001186";"2";"NULL";"NULL";"467026";"468011";"-1";"protein_coding";"ENSLOCG00000001186"
"fabp1a";"2";"NULL";"fatty acid binding protein 1a, liver [Source:ZFIN;Acc:ZDB-GENE-020318-3]";"471466";"474896";"1";"protein_coding";"ENSLOCG00000001202"
"smyd1b";"2";"NULL";"SET and MYND domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-060522-1]";"475673";"492961";"-1";"protein_coding";"ENSLOCG00000001222"
"sprb";"2";"NULL";"sepiapterin reductase b [Source:ZFIN;Acc:ZDB-GENE-070719-1]";"493032";"498930";"-1";"protein_coding";"ENSLOCG00000001239"
"DDRGK1";"2";"NULL";"DDRGK domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16110]";"507491";"512648";"1";"protein_coding";"ENSLOCG00000001252"
"lzts3b";"2";"NULL";"leucine zipper, putative tumor suppressor family member 3b [Source:ZFIN;Acc:ZDB-GENE-110411-249]";"539312";"543626";"1";"protein_coding";"ENSLOCG00000001268"
"ENSLOCG00000001287";"2";"NULL";"NULL";"552804";"554574";"1";"protein_coding";"ENSLOCG00000001287"
"cd8b";"2";"NULL";"cd8 beta [Source:ZFIN;Acc:ZDB-GENE-091204-31]";"624530";"633027";"1";"protein_coding";"ENSLOCG00000001311"
"ENSLOCG00000001334";"2";"NULL";"NULL";"665211";"686624";"1";"protein_coding";"ENSLOCG00000001334"
"ENSLOCG00000001354";"2";"NULL";"tubulin alpha-3 chain-like [Source:NCBI gene;Acc:102684903]";"748339";"751272";"1";"protein_coding";"ENSLOCG00000001354"
"ENSLOCG00000001374";"2";"NULL";"NULL";"757504";"758568";"-1";"protein_coding";"ENSLOCG00000001374"
"pcsk1";"2";"NULL";"proprotein convertase subtilisin/kexin type 1 [Source:ZFIN;Acc:ZDB-GENE-071009-1]";"785171";"814337";"1";"protein_coding";"ENSLOCG00000001386"
"ENSLOCG00000001415";"2";"NULL";"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like [Source:NCBI gene;Acc:102685500]";"830891";"837593";"1";"protein_coding";"ENSLOCG00000001415"
"ell2";"2";"NULL";"elongation factor, RNA polymerase II, 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1717]";"853820";"878300";"1";"protein_coding";"ENSLOCG00000001432"
"si:dkey-6b12.5";"2";"NULL";"si:dkey-6b12.5 [Source:ZFIN;Acc:ZDB-GENE-091204-190]";"886865";"907036";"-1";"protein_coding";"ENSLOCG00000001453"
"rfesd";"2";"NULL";"Rieske (Fe-S) domain containing [Source:ZFIN;Acc:ZDB-GENE-050417-254]";"915901";"917392";"-1";"protein_coding";"ENSLOCG00000001467"
"GPR150";"2";"NULL";"G protein-coupled receptor 150 [Source:HGNC Symbol;Acc:HGNC:23628]";"921064";"922248";"1";"protein_coding";"ENSLOCG00000017965"
"ENSLOCG00000001484";"2";"NULL";"interferon alpha-inducible protein 27-like protein 2A [Source:NCBI gene;Acc:102686519]";"942599";"946330";"1";"protein_coding";"ENSLOCG00000001484"
"arsk";"2";"NULL";"arylsulfatase family, member K [Source:ZFIN;Acc:ZDB-GENE-060929-332]";"946947";"975267";"-1";"protein_coding";"ENSLOCG00000001492"
"ttc37";"2";"NULL";"tetratricopeptide repeat domain 37 [Source:ZFIN;Acc:ZDB-GENE-110125-2]";"981622";"1027085";"1";"protein_coding";"ENSLOCG00000001504"
"FAM81B";"2";"NULL";"family with sequence similarity 81 member B [Source:HGNC Symbol;Acc:HGNC:26335]";"1029137";"1039789";"-1";"protein_coding";"ENSLOCG00000001543"
"mctp1b";"2";"NULL";"multiple C2 domains, transmembrane 1b [Source:ZFIN;Acc:ZDB-GENE-090313-382]";"1048932";"1240679";"1";"protein_coding";"ENSLOCG00000001557"
"slf1";"2";"NULL";"SMC5-SMC6 complex localization factor 1 [Source:ZFIN;Acc:ZDB-GENE-141216-402]";"1246331";"1285664";"-1";"protein_coding";"ENSLOCG00000001601"
"ENSLOCG00000001617";"2";"NULL";"NULL";"1292212";"1428083";"1";"protein_coding";"ENSLOCG00000001617"
"fam172a";"2";"NULL";"family with sequence similarity 172 member A [Source:ZFIN;Acc:ZDB-GENE-040426-1396]";"1443307";"1625141";"1";"protein_coding";"ENSLOCG00000001629"
"nr2f1a";"2";"NULL";"nuclear receptor subfamily 2, group F, member 1a [Source:ZFIN;Acc:ZDB-GENE-980526-115]";"1651900";"1658469";"-1";"protein_coding";"ENSLOCG00000001663"
"ENSLOCG00000001680";"2";"NULL";"NULL";"2200751";"2210140";"1";"protein_coding";"ENSLOCG00000001680"
"arrdc3a";"2";"NULL";"arrestin domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-2913]";"2215441";"2228059";"1";"protein_coding";"ENSLOCG00000001698"
"adgrv1";"2";"NULL";"adhesion G protein-coupled receptor V1 [Source:ZFIN;Acc:ZDB-GENE-040624-6]";"2257944";"2462354";"-1";"protein_coding";"ENSLOCG00000001716"
"lysmd3";"2";"NULL";"LysM, putative peptidoglycan-binding, domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040625-88]";"2468252";"2474394";"1";"protein_coding";"ENSLOCG00000001782"
"polr3g";"2";"NULL";"polymerase (RNA) III (DNA directed) polypeptide G [Source:ZFIN;Acc:ZDB-GENE-081104-312]";"2475190";"2480226";"-1";"protein_coding";"ENSLOCG00000001795"
"mblac2";"2";"NULL";"metallo-beta-lactamase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-081104-313]";"2483933";"2488782";"1";"protein_coding";"ENSLOCG00000001811"
"cetn3";"2";"NULL";"centrin 3 [Source:ZFIN;Acc:ZDB-GENE-050522-152]";"2496489";"2504155";"1";"protein_coding";"ENSLOCG00000001819"
"mef2ca";"2";"NULL";"myocyte enhancer factor 2ca [Source:ZFIN;Acc:ZDB-GENE-980526-253]";"2820622";"2913635";"1";"protein_coding";"ENSLOCG00000001833"
"tmem161b";"2";"NULL";"transmembrane protein 161B [Source:ZFIN;Acc:ZDB-GENE-040426-2693]";"3043116";"3088528";"-1";"protein_coding";"ENSLOCG00000001873"
"ccnh";"2";"NULL";"cyclin H [Source:ZFIN;Acc:ZDB-GENE-050320-13]";"3194752";"3204634";"1";"protein_coding";"ENSLOCG00000001902"
"rasa1b";"2";"NULL";"RAS p21 protein activator (GTPase activating protein) 1b [Source:ZFIN;Acc:ZDB-GENE-090311-50]";"3208915";"3257098";"-1";"protein_coding";"ENSLOCG00000001929"
"cox7c";"2";"NULL";"cytochrome c oxidase subunit 7C [Source:ZFIN;Acc:ZDB-GENE-030131-8062]";"3372471";"3376362";"-1";"protein_coding";"ENSLOCG00000001956"
"edil3a";"2";"NULL";"EGF-like repeats and discoidin I-like domains 3a [Source:ZFIN;Acc:ZDB-GENE-060503-366]";"3799504";"4051224";"1";"protein_coding";"ENSLOCG00000001965"
"hapln1b";"2";"NULL";"hyaluronan and proteoglycan link protein 1b [Source:ZFIN;Acc:ZDB-GENE-050920-1]";"4170611";"4207843";"1";"protein_coding";"ENSLOCG00000001981"
"VCAN";"2";"NULL";"versican [Source:HGNC Symbol;Acc:HGNC:2464]";"4236983";"4300304";"-1";"protein_coding";"ENSLOCG00000002002"
"xrcc4";"2";"NULL";"X-ray repair complementing defective repair in Chinese hamster cells 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1755]";"4308002";"4464293";"-1";"protein_coding";"ENSLOCG00000002026"
"tmem167a";"2";"NULL";"transmembrane protein 167A [Source:ZFIN;Acc:ZDB-GENE-050320-29]";"4473679";"4481714";"1";"protein_coding";"ENSLOCG00000002040"
"si:ch211-130m23.5";"2";"NULL";"si:ch211-130m23.5 [Source:ZFIN;Acc:ZDB-GENE-131121-298]";"4573553";"4575569";"1";"protein_coding";"ENSLOCG00000002054"
"ENSLOCG00000002071";"2";"NULL";"NULL";"4630862";"4691622";"-1";"protein_coding";"ENSLOCG00000002071"
"ssbp2";"2";"NULL";"single-stranded DNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-090312-197]";"4723494";"4878919";"1";"protein_coding";"ENSLOCG00000002081"
"rasef";"2";"NULL";"RAS and EF-hand domain containing [Source:ZFIN;Acc:ZDB-GENE-081105-157]";"4990938";"5014005";"-1";"protein_coding";"ENSLOCG00000002094"
"ENSLOCG00000002123";"2";"NULL";"NULL";"5022321";"5024127";"-1";"protein_coding";"ENSLOCG00000002123"
"frmd3";"2";"NULL";"FERM domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070523-1]";"5061195";"5149800";"-1";"protein_coding";"ENSLOCG00000002132"
"IDNK";"2";"NULL";"IDNK gluconokinase [Source:HGNC Symbol;Acc:HGNC:31367]";"5151128";"5158538";"1";"protein_coding";"ENSLOCG00000002152"
"UBQLN1";"2";"NULL";"ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]";"5160711";"5180729";"-1";"protein_coding";"ENSLOCG00000002171"
"gkap1";"2";"NULL";"G kinase anchoring protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2485]";"5182821";"5195407";"-1";"protein_coding";"ENSLOCG00000002195"
"KIF27";"2";"NULL";"kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]";"5200961";"5221525";"-1";"protein_coding";"ENSLOCG00000002225"
"zgc:136564";"2";"NULL";"zgc:136564 [Source:ZFIN;Acc:ZDB-GENE-070410-3]";"5225528";"5230198";"-1";"protein_coding";"ENSLOCG00000002249"
"hnrpkl";"2";"NULL";"heterogeneous nuclear ribonucleoprotein K, like [Source:ZFIN;Acc:ZDB-GENE-040426-1923]";"5236412";"5249036";"-1";"protein_coding";"ENSLOCG00000002262"
"rmi1";"2";"NULL";"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-829]";"5251722";"5253602";"1";"protein_coding";"ENSLOCG00000017966"
"ntrk2a";"2";"NULL";"neurotrophic tyrosine kinase, receptor, type 2a [Source:ZFIN;Acc:ZDB-GENE-010126-1]";"5309325";"5399464";"1";"protein_coding";"ENSLOCG00000002294"
"agtpbp1";"2";"NULL";"ATP/GTP binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-081104-267]";"5481520";"5554483";"-1";"protein_coding";"ENSLOCG00000002341"
"naa35";"2";"NULL";"N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:ZFIN;Acc:ZDB-GENE-030131-306]";"5554546";"5583919";"1";"protein_coding";"ENSLOCG00000002381"
"GOLM1";"2";"NULL";"golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]";"5583821";"5601845";"-1";"protein_coding";"ENSLOCG00000002400"
"ENSLOCG00000002431";"2";"NULL";"G-protein coupled receptor 54-like [Source:NCBI gene;Acc:102683909]";"5618756";"5629190";"-1";"protein_coding";"ENSLOCG00000002431"
"isca1";"2";"NULL";"iron-sulfur cluster assembly 1 [Source:ZFIN;Acc:ZDB-GENE-050626-94]";"5678394";"5686318";"-1";"protein_coding";"ENSLOCG00000002455"
"TUT7";"2";"NULL";"terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]";"5697091";"5726910";"-1";"protein_coding";"ENSLOCG00000002472"
"CCNO";"2";"NULL";"cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]";"5736265";"5739690";"1";"protein_coding";"ENSLOCG00000002485"
"MCIDAS";"2";"NULL";"multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050]";"5743534";"5749393";"1";"protein_coding";"ENSLOCG00000002514"
"CDC20B";"2";"NULL";"cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]";"5770895";"5798897";"1";"protein_coding";"ENSLOCG00000002543"
"gpx8";"2";"NULL";"glutathione peroxidase 8 (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-965]";"5773048";"5778553";"-1";"protein_coding";"ENSLOCG00000002554"
"ENSLOCG00000002567";"2";"NULL";"NULL";"5803559";"5815281";"-1";"protein_coding";"ENSLOCG00000002567"
"si:busm1-57f23.1";"2";"NULL";"si:busm1-57f23.1 [Source:ZFIN;Acc:ZDB-GENE-030616-512]";"5831247";"5835642";"1";"protein_coding";"ENSLOCG00000002595"
"rassf6";"2";"NULL";"Ras association domain family member 6 [Source:ZFIN;Acc:ZDB-GENE-030616-513]";"5838683";"5856579";"-1";"protein_coding";"ENSLOCG00000002613"
"MUSK";"2";"NULL";"muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]";"5880204";"5916922";"1";"protein_coding";"ENSLOCG00000002642"
"lpar1";"2";"NULL";"lysophosphatidic acid receptor 1 [Source:ZFIN;Acc:ZDB-GENE-030616-499]";"5917036";"5978640";"-1";"protein_coding";"ENSLOCG00000002675"
"EPHA5";"2";"NULL";"EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]";"6151631";"6286288";"-1";"protein_coding";"ENSLOCG00000002688"
"ENSLOCG00000002724";"2";"NULL";"centromere protein C [Source:NCBI gene;Acc:107079480]";"6475943";"6501355";"-1";"protein_coding";"ENSLOCG00000002724"
"GRIN3A";"2";"NULL";"glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]";"6805258";"6827731";"1";"protein_coding";"ENSLOCG00000002735"
"plppr1";"2";"NULL";"phospholipid phosphatase related 1 [Source:ZFIN;Acc:ZDB-GENE-040625-138]";"6835741";"6911444";"-1";"protein_coding";"ENSLOCG00000002781"
"si:ch211-12e13.1";"2";"NULL";"si:ch211-12e13.1 [Source:ZFIN;Acc:ZDB-GENE-060526-24]";"6945205";"6953420";"-1";"protein_coding";"ENSLOCG00000002806"
"ENSLOCG00000002822";"2";"NULL";"A-kinase anchor protein 2-like [Source:NCBI gene;Acc:102686318]";"7042262";"7074455";"1";"protein_coding";"ENSLOCG00000002822"
"palm2-akap2";"2";"NULL";"PALM2-AKAP2 fusion [Source:ZFIN;Acc:ZDB-GENE-050208-62]";"7129297";"7142656";"1";"protein_coding";"ENSLOCG00000002841"
"slc46a2";"2";"NULL";"solute carrier family 46 member 2 [Source:ZFIN;Acc:ZDB-GENE-170126-3]";"7166128";"7182492";"1";"protein_coding";"ENSLOCG00000002855"
"snx30";"2";"NULL";"sorting nexin family member 30 [Source:ZFIN;Acc:ZDB-GENE-050417-330]";"7195778";"7219969";"-1";"protein_coding";"ENSLOCG00000002869"
"inip";"2";"NULL";"ints3 and nabp interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-961]";"7230922";"7233990";"1";"protein_coding";"ENSLOCG00000002888"
"si:ch211-126i22.5";"2";"NULL";"si:ch211-126i22.5 [Source:ZFIN;Acc:ZDB-GENE-091204-183]";"7253754";"7265622";"-1";"protein_coding";"ENSLOCG00000002904"
"hsdl2";"2";"NULL";"hydroxysteroid dehydrogenase like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1066]";"7290956";"7312923";"-1";"protein_coding";"ENSLOCG00000002917"
"ENSLOCG00000002930";"2";"NULL";"NULL";"7302303";"7303307";"1";"protein_coding";"ENSLOCG00000002930"
"ptbp3";"2";"NULL";"polypyrimidine tract binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-091116-1]";"7322664";"7407772";"1";"protein_coding";"ENSLOCG00000002942"
"susd1";"2";"NULL";"sushi domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060526-169]";"7420103";"7451144";"1";"protein_coding";"ENSLOCG00000002960"
"ugcg";"2";"NULL";"UDP-glucose ceramide glucosyltransferase [Source:ZFIN;Acc:ZDB-GENE-030131-9885]";"7492474";"7538634";"-1";"protein_coding";"ENSLOCG00000002974"
"ENSLOCG00000003010";"2";"NULL";"NULL";"7553713";"7581925";"1";"protein_coding";"ENSLOCG00000003010"
"gng10";"2";"NULL";"guanine nucleotide binding protein (G protein), gamma 10 [Source:ZFIN;Acc:ZDB-GENE-091020-1]";"7605175";"7613955";"-1";"protein_coding";"ENSLOCG00000003023"
"dnajc25";"2";"NULL";"DnaJ (Hsp40) homolog, subfamily C , member 25 [Source:ZFIN;Acc:ZDB-GENE-081104-137]";"7617439";"7628083";"-1";"protein_coding";"ENSLOCG00000003035"
"ythdc1";"2";"NULL";"YTH domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-114]";"7630069";"7653896";"-1";"protein_coding";"ENSLOCG00000003045"
"ugt2a4";"2";"NULL";"UDP glucuronosyltransferase 2 family, polypeptide A4 [Source:ZFIN;Acc:ZDB-GENE-080721-23]";"7656464";"7673350";"-1";"protein_coding";"ENSLOCG00000003076"
"tal2";"2";"NULL";"T-cell acute lymphocytic leukemia 2 [Source:ZFIN;Acc:ZDB-GENE-040115-1]";"7689263";"7689598";"-1";"protein_coding";"ENSLOCG00000017967"
"fktn";"2";"NULL";"fukutin [Source:ZFIN;Acc:ZDB-GENE-070410-96]";"7704424";"7715775";"-1";"protein_coding";"ENSLOCG00000003089"
"fsd1l";"2";"NULL";"fibronectin type III and SPRY domain containing 1-like [Source:ZFIN;Acc:ZDB-GENE-070501-9]";"7717057";"7758686";"-1";"protein_coding";"ENSLOCG00000003114"
"ift74";"2";"NULL";"intraflagellar transport 74 [Source:ZFIN;Acc:ZDB-GENE-040718-81]";"7760340";"7791080";"1";"protein_coding";"ENSLOCG00000003135"
"LRRC19";"2";"NULL";"leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]";"7766896";"7772445";"-1";"protein_coding";"ENSLOCG00000003161"
"tek";"2";"NULL";"TEK tyrosine kinase, endothelial [Source:ZFIN;Acc:ZDB-GENE-990415-56]";"7804895";"7827988";"1";"protein_coding";"ENSLOCG00000003173"
"zgc:152968";"2";"NULL";"zgc:152968 [Source:ZFIN;Acc:ZDB-GENE-061013-448]";"7830075";"7844812";"-1";"protein_coding";"ENSLOCG00000003194"
"MOB3B";"2";"NULL";"MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]";"7851366";"7904155";"-1";"protein_coding";"ENSLOCG00000003212"
"THAP1";"2";"NULL";"THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]";"7915711";"7920138";"-1";"protein_coding";"ENSLOCG00000003237"
"june";"2";"NULL";"JunE proto-oncogene, AP-1 transcription factor subunit [Source:ZFIN;Acc:ZDB-GENE-060929-812]";"7962590";"7963639";"-1";"protein_coding";"ENSLOCG00000017968"
"rnf170";"2";"NULL";"ring finger protein 170 [Source:ZFIN;Acc:ZDB-GENE-040426-2572]";"8172586";"8188104";"-1";"protein_coding";"ENSLOCG00000003248"
"HOOK3";"2";"NULL";"hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576]";"8188326";"8249567";"1";"protein_coding";"ENSLOCG00000003264"
"TRABD2A";"2";"NULL";"TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]";"8268866";"8354275";"-1";"protein_coding";"ENSLOCG00000003298"
"dcc";"2";"NULL";"DCC netrin 1 receptor [Source:ZFIN;Acc:ZDB-GENE-011101-2]";"8481494";"8855308";"1";"protein_coding";"ENSLOCG00000003319"
"MBD2";"2";"NULL";"methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]";"8973731";"9019839";"-1";"protein_coding";"ENSLOCG00000003370"
"poli";"2";"NULL";"polymerase (DNA directed) iota [Source:ZFIN;Acc:ZDB-GENE-050417-376]";"9020844";"9038503";"1";"protein_coding";"ENSLOCG00000003386"
"STARD6";"2";"NULL";"StAR related lipid transfer domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18066]";"9030880";"9040609";"-1";"protein_coding";"ENSLOCG00000003412"
"zgc:152948";"2";"NULL";"zgc:152948 [Source:ZFIN;Acc:ZDB-GENE-060929-364]";"9041445";"9049534";"1";"protein_coding";"ENSLOCG00000003429"
"ENSLOCG00000003458";"2";"NULL";"NULL";"9053042";"9063726";"1";"protein_coding";"ENSLOCG00000003458"
"wdr91";"2";"NULL";"WD repeat domain 91 [Source:ZFIN;Acc:ZDB-GENE-050113-2]";"9067058";"9079347";"-1";"protein_coding";"ENSLOCG00000003472"
"rab27b";"2";"NULL";"RAB27B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-120215-85]";"9097415";"9157534";"1";"protein_coding";"ENSLOCG00000003498"
"CCDC68";"2";"NULL";"coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]";"9168374";"9180991";"-1";"protein_coding";"ENSLOCG00000003517"
"ENSLOCG00000003529";"2";"NULL";"cingulin-like protein 1 [Source:NCBI gene;Acc:107079470]";"9181713";"9217014";"-1";"protein_coding";"ENSLOCG00000003529"
"TCF4";"2";"NULL";"transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]";"9250017";"9457021";"-1";"protein_coding";"ENSLOCG00000003538"
"txnl1";"2";"NULL";"thioredoxin-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-701]";"9652611";"9666376";"-1";"protein_coding";"ENSLOCG00000003581"
"nars";"2";"NULL";"asparaginyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-1016]";"9675962";"9692826";"1";"protein_coding";"ENSLOCG00000003598"
"fech";"2";"NULL";"ferrochelatase [Source:ZFIN;Acc:ZDB-GENE-000928-1]";"9697195";"9721665";"1";"protein_coding";"ENSLOCG00000003614"
"onecut2";"2";"NULL";"one cut homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-120215-73]";"9741984";"9770287";"-1";"protein_coding";"ENSLOCG00000003635"
"ST8SIA3";"2";"NULL";"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]";"9786457";"9800023";"-1";"protein_coding";"ENSLOCG00000003658"
"WDR7";"2";"NULL";"WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]";"9859139";"10064110";"-1";"protein_coding";"ENSLOCG00000003671"
"ENSLOCG00000003704";"2";"NULL";"NULL";"10082227";"10083915";"-1";"protein_coding";"ENSLOCG00000003704"
"atp8b1";"2";"NULL";"ATPase phospholipid transporting 8B1 [Source:ZFIN;Acc:ZDB-GENE-091116-14]";"10084833";"10109833";"-1";"protein_coding";"ENSLOCG00000003720"
"wu:fj64h06";"2";"NULL";"wu:fj64h06 [Source:ZFIN;Acc:ZDB-GENE-030131-8286]";"10130997";"10148596";"1";"protein_coding";"ENSLOCG00000003731"
"ccng2";"2";"NULL";"cyclin G2 [Source:ZFIN;Acc:ZDB-GENE-021016-1]";"10149936";"10153761";"-1";"protein_coding";"ENSLOCG00000003764"
"ccni";"2";"NULL";"cyclin I [Source:ZFIN;Acc:ZDB-GENE-040426-2898]";"10160854";"10169795";"1";"protein_coding";"ENSLOCG00000003779"
"ENSLOCG00000003796";"2";"NULL";"NULL";"10172616";"10174884";"1";"protein_coding";"ENSLOCG00000003796"
"shroom3";"2";"NULL";"shroom family member 3 [Source:ZFIN;Acc:ZDB-GENE-120817-1]";"10181976";"10257779";"-1";"protein_coding";"ENSLOCG00000003809"
"CCDC158";"2";"NULL";"coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374]";"10265435";"10294876";"1";"protein_coding";"ENSLOCG00000003834"
"zgc:158260";"2";"NULL";"zgc:158260 [Source:ZFIN;Acc:ZDB-GENE-061201-24]";"10298284";"10307693";"-1";"protein_coding";"ENSLOCG00000003868"
"scarb2c";"2";"NULL";"scavenger receptor class B, member 2c [Source:ZFIN;Acc:ZDB-GENE-030131-5789]";"10307097";"10341318";"1";"protein_coding";"ENSLOCG00000003913"
"scarb2a";"2";"NULL";"scavenger receptor class B, member 2a [Source:ZFIN;Acc:ZDB-GENE-020419-29]";"10371819";"10398996";"1";"protein_coding";"ENSLOCG00000003929"
"NUP54";"2";"NULL";"nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359]";"10401991";"10417151";"1";"protein_coding";"ENSLOCG00000003957"
"PPEF2";"2";"NULL";"protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]";"10418043";"10436153";"-1";"protein_coding";"ENSLOCG00000003991"
"ENSLOCG00000004013";"2";"NULL";"bone morphogenetic protein 7-like [Source:NCBI gene;Acc:102693796]";"10445566";"10468416";"1";"protein_coding";"ENSLOCG00000004013"
