"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"DPYSL4";"10";"DPYSL4";"dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]";"132186948";"132205759";"1";"protein_coding";"ENSG00000151640"
"STK32C";"10";"STK32C";"serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]";"132207492";"132331847";"-1";"protein_coding";"ENSG00000165752"
"LRRC27";"10";"LRRC27";"leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]";"132332154";"132381508";"1";"protein_coding";"ENSG00000148814"
"PWWP2B";"10";"PWWP2B";"PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]";"132397168";"132417859";"1";"protein_coding";"ENSG00000171813"
"INPP5A";"10";"INPP5A";"inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]";"132537787";"132783480";"1";"protein_coding";"ENSG00000068383"
"NKX6-2";"10";"NKX6-2";"NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]";"132783179";"132786147";"-1";"protein_coding";"ENSG00000148826"
"CFAP46";"10";"CFAP46";"cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]";"132808392";"132942823";"-1";"protein_coding";"ENSG00000171811"
"ADGRA1";"10";"ADGRA1";"adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]";"133070929";"133131675";"1";"protein_coding";"ENSG00000197177"
"KNDC1";"10";"KNDC1";"kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]";"133160219";"133226412";"1";"protein_coding";"ENSG00000171798"
"UTF1";"10";"UTF1";"undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12634]";"133230217";"133231558";"1";"protein_coding";"ENSG00000171794"
"VENTX";"10";"VENTX";"VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639]";"133237855";"133241928";"1";"protein_coding";"ENSG00000151650"
"ADAM8";"10";"ADAM8";"ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]";"133262420";"133276868";"-1";"protein_coding";"ENSG00000151651"
"TUBGCP2";"10";"TUBGCP2";"tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]";"133278630";"133312337";"-1";"protein_coding";"ENSG00000130640"
"ZNF511";"10";"ZNF511";"zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]";"133308914";"133313162";"1";"protein_coding";"ENSG00000198546"
"ZNF511-PRAP1";"10";"ZNF511-PRAP1";"ZNF511-PRAP1 readthrough [Source:HGNC Symbol;Acc:HGNC:38088]";"133309410";"133352529";"1";"protein_coding";"ENSG00000283496"
"CALY";"10";"CALY";"calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]";"133324072";"133336935";"-1";"protein_coding";"ENSG00000130643"
"PRAP1";"10";"PRAP1";"proline rich acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:23304]";"133347368";"133352683";"1";"protein_coding";"ENSG00000165828"
"FUOM";"10";"FUOM";"fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]";"133355158";"133358025";"-1";"protein_coding";"ENSG00000148803"
"ECHS1";"10";"ECHS1";"enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]";"133362485";"133373354";"-1";"protein_coding";"ENSG00000127884"
"PAOX";"10";"PAOX";"polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]";"133379261";"133391694";"1";"protein_coding";"ENSG00000148832"
"AL360181.3";"10";"RP11-108K14.8";"novel protein";"133380017";"133420271";"1";"protein_coding";"ENSG00000254536"
"MTG1";"10";"MTG1";"mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]";"133394094";"133422520";"1";"protein_coding";"ENSG00000148824"
"SPRN";"10";"SPRN";"shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]";"133420666";"133424572";"-1";"protein_coding";"ENSG00000203772"
"SCART1";"10";"SCART1";"scavenger receptor family member expressed on T cells 1 [Source:HGNC Symbol;Acc:HGNC:32411]";"133453928";"133523558";"1";"protein_coding";"ENSG00000214279"
"CYP2E1";"10";"CYP2E1";"cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]";"133520406";"133561220";"1";"protein_coding";"ENSG00000130649"
"SYCE1";"10";"SYCE1";"synaptonemal complex central element protein 1 [Source:HGNC Symbol;Acc:HGNC:28852]";"133553901";"133569835";"-1";"protein_coding";"ENSG00000171772"
"FRG2B";"10";"FRG2B";"FSHD region gene 2 family member B [Source:HGNC Symbol;Acc:HGNC:33518]";"133623895";"133626795";"-1";"protein_coding";"ENSG00000225899"
"BET1L";"11";"BET1L";"Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]";"167784";"207428";"-1";"protein_coding";"ENSG00000177951"
"SCGB1C1";"11";"SCGB1C1";"secretoglobin family 1C member 1 [Source:HGNC Symbol;Acc:HGNC:18394]";"193078";"194575";"1";"protein_coding";"ENSG00000188076"
"ODF3";"11";"ODF3";"outer dense fiber of sperm tails 3 [Source:HGNC Symbol;Acc:HGNC:19905]";"196738";"200261";"1";"protein_coding";"ENSG00000177947"
"RIC8A";"11";"RIC8A";"RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]";"207511";"215113";"1";"protein_coding";"ENSG00000177963"
"SIRT3";"11";"SIRT3";"sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]";"215030";"236931";"-1";"protein_coding";"ENSG00000142082"
"PSMD13";"11";"PSMD13";"proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]";"236966";"252984";"1";"protein_coding";"ENSG00000185627"
"NLRP6";"11";"NLRP6";"NLR family pyrin domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22944]";"278365";"285359";"1";"protein_coding";"ENSG00000174885"
"PGGHG";"11";"ATHL1";"protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]";"289126";"296107";"1";"protein_coding";"ENSG00000142102"
"IFITM5";"11";"IFITM5";"interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]";"298200";"299526";"-1";"protein_coding";"ENSG00000206013"
"IFITM2";"11";"IFITM2";"interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]";"307631";"315272";"1";"protein_coding";"ENSG00000185201"
"IFITM1";"11";"IFITM1";"interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]";"313506";"315272";"1";"protein_coding";"ENSG00000185885"
"IFITM3";"11";"IFITM3";"interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]";"319676";"327537";"-1";"protein_coding";"ENSG00000142089"
"B4GALNT4";"11";"B4GALNT4";"beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]";"369499";"382117";"1";"protein_coding";"ENSG00000182272"
"PKP3";"11";"PKP3";"plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]";"392614";"404908";"1";"protein_coding";"ENSG00000184363"
"SIGIRR";"11";"SIGIRR";"single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]";"405716";"417455";"-1";"protein_coding";"ENSG00000185187"
"ANO9";"11";"ANO9";"anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]";"417933";"442011";"-1";"protein_coding";"ENSG00000185101"
"PTDSS2";"11";"PTDSS2";"phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]";"448268";"491399";"1";"protein_coding";"ENSG00000174915"
"RNH1";"11";"RNH1";"ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]";"494512";"507300";"-1";"protein_coding";"ENSG00000023191"
"HRAS";"11";"HRAS";"HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]";"532242";"537287";"-1";"protein_coding";"ENSG00000174775"
"LRRC56";"11";"LRRC56";"leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]";"537527";"554912";"1";"protein_coding";"ENSG00000161328"
"LMNTD2";"11";"LMNTD2";"lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]";"554850";"560738";"-1";"protein_coding";"ENSG00000185522"
"RASSF7";"11";"RASSF7";"Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]";"560404";"564025";"1";"protein_coding";"ENSG00000099849"
"PHRF1";"11";"PHRF1";"PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]";"576470";"612222";"1";"protein_coding";"ENSG00000070047"
"IRF7";"11";"IRF7";"interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]";"612553";"615983";"-1";"protein_coding";"ENSG00000185507"
"CDHR5";"11";"CDHR5";"cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]";"616565";"626078";"-1";"protein_coding";"ENSG00000099834"
"SCT";"11";"SCT";"secretin [Source:HGNC Symbol;Acc:HGNC:10607]";"626309";"627181";"-1";"protein_coding";"ENSG00000070031"
"DRD4";"11";"DRD4";"dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]";"637269";"640706";"1";"protein_coding";"ENSG00000069696"
"DEAF1";"11";"DEAF1";"DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]";"644233";"706715";"-1";"protein_coding";"ENSG00000177030"
"EPS8L2";"11";"EPS8L2";"EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]";"694438";"727727";"1";"protein_coding";"ENSG00000177106"
"TMEM80";"11";"TMEM80";"transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]";"695428";"705028";"1";"protein_coding";"ENSG00000177042"
"TALDO1";"11";"TALDO1";"transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]";"747415";"765012";"1";"protein_coding";"ENSG00000177156"
"GATD1";"11";"PDDC1";"glutamine amidotransferase like class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]";"767220";"777488";"-1";"protein_coding";"ENSG00000177225"
"CEND1";"11";"CEND1";"cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]";"787115";"790113";"-1";"protein_coding";"ENSG00000184524"
"SLC25A22";"11";"SLC25A22";"solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]";"790475";"798281";"-1";"protein_coding";"ENSG00000177542"
"PANO1";"11";"CMB9-55F22.2";"proapoptotic nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:51237]";"797511";"799185";"1";"protein_coding";"ENSG00000274897"
"PIDD1";"11";"PIDD1";"p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]";"799179";"809753";"-1";"protein_coding";"ENSG00000177595"
"RPLP2";"11";"RPLP2";"ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]";"809965";"812880";"1";"protein_coding";"ENSG00000177600"
"PNPLA2";"11";"PNPLA2";"patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]";"818914";"825573";"1";"protein_coding";"ENSG00000177666"
"CRACR2B";"11";"EFCAB4A";"calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]";"826144";"831991";"1";"protein_coding";"ENSG00000177685"
"CD151";"11";"CD151";"CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]";"832887";"839831";"1";"protein_coding";"ENSG00000177697"
"POLR2L";"11";"POLR2L";"RNA polymerase II subunit L [Source:HGNC Symbol;Acc:HGNC:9199]";"837356";"842529";"-1";"protein_coding";"ENSG00000177700"
"TSPAN4";"11";"TSPAN4";"tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]";"842812";"867116";"1";"protein_coding";"ENSG00000214063"
"CHID1";"11";"CHID1";"chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]";"867859";"915058";"-1";"protein_coding";"ENSG00000177830"
"AP2A2";"11";"AP2A2";"adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]";"924894";"1012245";"1";"protein_coding";"ENSG00000183020"
"MUC6";"11";"MUC6";"mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]";"1012823";"1036718";"-1";"protein_coding";"ENSG00000184956"
"MUC2";"11";"MUC2";"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]";"1074875";"1110511";"1";"protein_coding";"ENSG00000198788"
"MUC5AC";"11";"MUC5AC";"mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]";"1157953";"1201138";"1";"protein_coding";"ENSG00000215182"
"MUC5B";"11";"MUC5B";"mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]";"1223066";"1262172";"1";"protein_coding";"ENSG00000117983"
"TOLLIP";"11";"TOLLIP";"toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]";"1274371";"1309654";"-1";"protein_coding";"ENSG00000078902"
"BRSK2";"11";"BRSK2";"BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]";"1389899";"1462689";"1";"protein_coding";"ENSG00000174672"
"MOB2";"11";"MOB2";"MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]";"1469457";"1501247";"-1";"protein_coding";"ENSG00000182208"
"DUSP8";"11";"DUSP8";"dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]";"1554051";"1572271";"-1";"protein_coding";"ENSG00000184545"
"KRTAP5-1";"11";"KRTAP5-1";"keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]";"1584342";"1585283";"-1";"protein_coding";"ENSG00000205869"
"KRTAP5-2";"11";"KRTAP5-2";"keratin associated protein 5-2 [Source:HGNC Symbol;Acc:HGNC:23597]";"1597177";"1598294";"-1";"protein_coding";"ENSG00000205867"
"KRTAP5-3";"11";"KRTAP5-3";"keratin associated protein 5-3 [Source:HGNC Symbol;Acc:HGNC:23598]";"1607565";"1608463";"-1";"protein_coding";"ENSG00000196224"
"KRTAP5-4";"11";"KRTAP5-4";"keratin associated protein 5-4 [Source:HGNC Symbol;Acc:HGNC:23599]";"1620958";"1622138";"-1";"protein_coding";"ENSG00000241598"
"KRTAP5-5";"11";"KRTAP5-5";"keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]";"1629775";"1630707";"1";"protein_coding";"ENSG00000185940"
"KRTAP5-6";"11";"KRTAP5-6";"keratin associated protein 5-6 [Source:HGNC Symbol;Acc:HGNC:23600]";"1697195";"1697755";"1";"protein_coding";"ENSG00000205864"
"IFITM10";"11";"IFITM10";"interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]";"1732406";"1750595";"-1";"protein_coding";"ENSG00000244242"
"AC068580.4";"11";"RP11-295K3.1";"novel protein";"1734821";"1763954";"-1";"protein_coding";"ENSG00000250644"
"CTSD";"11";"CTSD";"cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]";"1752755";"1764573";"-1";"protein_coding";"ENSG00000117984"
"SYT8";"11";"SYT8";"synaptotagmin 8 [Source:HGNC Symbol;Acc:HGNC:19264]";"1828307";"1837521";"1";"protein_coding";"ENSG00000149043"
"TNNI2";"11";"TNNI2";"troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]";"1838981";"1841680";"1";"protein_coding";"ENSG00000130598"
"LSP1";"11";"LSP1";"lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]";"1852970";"1892267";"1";"protein_coding";"ENSG00000130592"
"PRR33";"11";"PRR33";"proline rich 33 [Source:HGNC Symbol;Acc:HGNC:35118]";"1888577";"1891895";"-1";"protein_coding";"ENSG00000283787"
"TNNT3";"11";"TNNT3";"troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]";"1919703";"1938706";"1";"protein_coding";"ENSG00000130595"
"MRPL23";"11";"MRPL23";"mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]";"1947278";"1984522";"1";"protein_coding";"ENSG00000214026"
"IGF2";"11";"IGF2";"insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]";"2129112";"2141238";"-1";"protein_coding";"ENSG00000167244"
"AC132217.2";"11";"RP11-889I17.2";"novel protein";"2129112";"2158391";"-1";"protein_coding";"ENSG00000284779"
"INS-IGF2";"11";"INS-IGF2";"INS-IGF2 readthrough [Source:HGNC Symbol;Acc:HGNC:33527]";"2132538";"2161209";"-1";"protein_coding";"ENSG00000129965"
"INS";"11";"INS";"insulin [Source:HGNC Symbol;Acc:HGNC:6081]";"2159779";"2161341";"-1";"protein_coding";"ENSG00000254647"
"TH";"11";"TH";"tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]";"2163929";"2171877";"-1";"protein_coding";"ENSG00000180176"
"ASCL2";"11";"ASCL2";"achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]";"2268495";"2270952";"-1";"protein_coding";"ENSG00000183734"
"C11orf21";"11";"C11orf21";"chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:13231]";"2295645";"2303049";"-1";"protein_coding";"ENSG00000110665"
"TSPAN32";"11";"TSPAN32";"tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]";"2301997";"2318200";"1";"protein_coding";"ENSG00000064201"
"CD81";"11";"CD81";"CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]";"2376177";"2397419";"1";"protein_coding";"ENSG00000110651"
"TSSC4";"11";"TSSC4";"tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]";"2400488";"2403878";"1";"protein_coding";"ENSG00000184281"
"TRPM5";"11";"TRPM5";"transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323]";"2404515";"2423045";"-1";"protein_coding";"ENSG00000070985"
"KCNQ1";"11";"KCNQ1";"potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]";"2444684";"2848991";"1";"protein_coding";"ENSG00000053918"
"CDKN1C";"11";"CDKN1C";"cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]";"2883213";"2885773";"-1";"protein_coding";"ENSG00000129757"
"SLC22A18AS";"11";"SLC22A18AS";"solute carrier family 22 member 18 antisense [Source:HGNC Symbol;Acc:HGNC:10965]";"2887344";"2903575";"-1";"protein_coding";"ENSG00000254827"
"SLC22A18";"11";"SLC22A18";"solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]";"2899721";"2925246";"1";"protein_coding";"ENSG00000110628"
"PHLDA2";"11";"PHLDA2";"pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]";"2928273";"2929420";"-1";"protein_coding";"ENSG00000181649"
"NAP1L4";"11";"NAP1L4";"nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]";"2944431";"2992377";"-1";"protein_coding";"ENSG00000205531"
"CARS";"11";"CARS";"cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]";"3000922";"3057613";"-1";"protein_coding";"ENSG00000110619"
"OSBPL5";"11";"OSBPL5";"oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]";"3087107";"3166739";"-1";"protein_coding";"ENSG00000021762"
"MRGPRG";"11";"MRGPRG";"MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829]";"3217944";"3218813";"-1";"protein_coding";"ENSG00000182170"
"MRGPRE";"11";"MRGPRE";"MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]";"3225030";"3232417";"-1";"protein_coding";"ENSG00000184350"
"ZNF195";"11";"ZNF195";"zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]";"3339261";"3379222";"-1";"protein_coding";"ENSG00000005801"
"ART5";"11";"ART5";"ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049]";"3638512";"3642316";"-1";"protein_coding";"ENSG00000167311"
"ART1";"11";"ART1";"ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]";"3645128";"3664416";"1";"protein_coding";"ENSG00000129744"
"CHRNA10";"11";"CHRNA10";"cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]";"3665587";"3671384";"-1";"protein_coding";"ENSG00000129749"
"NUP98";"11";"NUP98";"nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068]";"3671083";"3797792";"-1";"protein_coding";"ENSG00000110713"
"PGAP2";"11";"PGAP2";"post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]";"3797724";"3826371";"1";"protein_coding";"ENSG00000148985"
"RHOG";"11";"RHOG";"ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]";"3826978";"3840959";"-1";"protein_coding";"ENSG00000177105"
"STIM1";"11";"STIM1";"stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]";"3854527";"4093210";"1";"protein_coding";"ENSG00000167323"
"RRM1";"11";"RRM1";"ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]";"4094707";"4138932";"1";"protein_coding";"ENSG00000167325"
"SSU72P5";"11";"RP11-437G21.4";"SSU72 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43624]";"4233288";"4233872";"1";"protein_coding";"ENSG00000284018"
"SSU72P2";"11";"RP11-437G21.2";"SSU72 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43621]";"4242056";"4242640";"-1";"protein_coding";"ENSG00000284306"
"SSU72P4";"11";"RP11-437G21.3";"SSU72 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43623]";"4287499";"4288083";"-1";"protein_coding";"ENSG00000283873"
"SSU72P3";"11";"RP11-437G21.5";"SSU72 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43622]";"4329865";"4330449";"1";"protein_coding";"ENSG00000284546"
"SSU72P7";"11";"RP11-437G21.1";"SSU72 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43626]";"4338660";"4339244";"-1";"protein_coding";"ENSG00000284438"
"OR52B4";"11";"OR52B4";"olfactory receptor family 52 subfamily B member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15209]";"4367263";"4368386";"-1";"protein_coding";"ENSG00000221996"
"TRIM21";"11";"TRIM21";"tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]";"4384897";"4393702";"-1";"protein_coding";"ENSG00000132109"
"OR52K2";"11";"OR52K2";"olfactory receptor family 52 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15223]";"4449295";"4450361";"1";"protein_coding";"ENSG00000181963"
"OR52K1";"11";"OR52K1";"olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]";"4482646";"4493497";"1";"protein_coding";"ENSG00000196778"
"OR52M1";"11";"OR52M1";"olfactory receptor family 52 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:15225]";"4545191";"4546144";"1";"protein_coding";"ENSG00000197790"
"OR52I2";"11";"OR52I2";"olfactory receptor family 52 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15221]";"4581743";"4593340";"1";"protein_coding";"ENSG00000226288"
"OR52I1";"11";"OR52I1";"olfactory receptor family 52 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15220]";"4593614";"4596574";"1";"protein_coding";"ENSG00000232268"
"TRIM68";"11";"TRIM68";"tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]";"4598672";"4608231";"-1";"protein_coding";"ENSG00000167333"
"OR51D1";"11";"OR51D1";"olfactory receptor family 51 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:15193]";"4637477";"4643060";"1";"protein_coding";"ENSG00000197428"
"OR51E1";"11";"OR51E1";"olfactory receptor family 51 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:15194]";"4643420";"4655488";"1";"protein_coding";"ENSG00000180785"
"OR51E2";"11";"OR51E2";"olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]";"4680171";"4697854";"-1";"protein_coding";"ENSG00000167332"
"OR51C1P";"11";"OR51C1P";"olfactory receptor family 51 subfamily C member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15191]";"4690423";"4697831";"-1";"protein_coding";"ENSG00000197674"
"MMP26";"11";"MMP26";"matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]";"4704927";"4992429";"1";"protein_coding";"ENSG00000167346"
"OR51F1";"11";"OR51F1";"olfactory receptor family 51 subfamily F member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15196]";"4768979";"4769938";"-1";"protein_coding";"ENSG00000280021"
"OR52R1";"11";"OR52R1";"olfactory receptor family 52 subfamily R member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15235]";"4803433";"4804380";"-1";"protein_coding";"ENSG00000279270"
"OR51F2";"11";"OR51F2";"olfactory receptor family 51 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:15197]";"4821321";"4822456";"1";"protein_coding";"ENSG00000176925"
"OR51S1";"11";"OR51S1";"olfactory receptor family 51 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15204]";"4847489";"4849238";"-1";"protein_coding";"ENSG00000176922"
"OR51T1";"11";"OR51T1";"olfactory receptor family 51 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:15205]";"4881819";"4882883";"1";"protein_coding";"ENSG00000176900"
"OR51A7";"11";"OR51A7";"olfactory receptor family 51 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15188]";"4903783";"4909462";"1";"protein_coding";"ENSG00000176895"
"OR51G2";"11";"OR51G2";"olfactory receptor family 51 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15198]";"4912588";"4919350";"-1";"protein_coding";"ENSG00000176893"
"OR51G1";"11";"OR51G1";"olfactory receptor family 51 subfamily G member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14738]";"4923374";"4924339";"-1";"protein_coding";"ENSG00000278870"
"OR51A4";"11";"OR51A4";"olfactory receptor family 51 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14795]";"4942831";"4947605";"-1";"protein_coding";"ENSG00000205497"
"OR51A2";"11";"OR51A2";"olfactory receptor family 51 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:14764]";"4954772";"4955713";"-1";"protein_coding";"ENSG00000205496"
"OR51L1";"11";"OR51L1";"olfactory receptor family 51 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:14759]";"4994851";"5005536";"1";"protein_coding";"ENSG00000176798"
"OR52J3";"11";"OR52J3";"olfactory receptor family 52 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14799]";"5046526";"5047461";"1";"protein_coding";"ENSG00000205495"
"OR52E2";"11";"OR52E2";"olfactory receptor family 52 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:14769]";"5058650";"5059627";"-1";"protein_coding";"ENSG00000176787"
